Company (Maker-if known),Specific Bean Origin or Bar Name,REF,Review Date,Cocoa Percent,Company Location,Rating,Bean Type,Broad Bean Origin
Scharffen Berger,Semisweet,56,2006,62%,U.S.A.,3,Blend, 
Solstice,Wasatch,1161,2013,70%,U.S.A.,3.5,Blend, 
Soma,Little Big Man,1339,2014,70%,Canada,3.25,Blend,Madagascar & Ecuador
Soma,"Dual Origins, Sambirano, Elvesia",867,2012,70%,Canada,4,Blend,"Dom. Rep., Madagascar"
Soma,"Dancing in Your Head, 5 bean blend",867,2012,70%,Canada,4,Blend,"Gre., PNG, Haw., Haiti, Mad"
Soma,Eastern Promises,967,2012,70%,Canada,3.5,Blend,"Mad., Java, PNG"
Tejas,Bayou Blend,801,2012,70%,U.S.A.,3,Blend,"Ecuador, Mad., PNG"
Theo,"Venezuela; Barinos, Merida, Tachron",188,2007,91%,U.S.A.,2,Blend,Venezuela
Theo,"Ghana, Panama, Ecuador",188,2007,75%,U.S.A.,3,Blend,"Ghana, Panama, Ecuador"
Valrhona,Araguani,117,2007,72%,France,3,Blend,"Venezuela, Carribean"
Maglio,Santo Domingo,308,2008,70%,Italy,3.75,"Blend-Forastero,Criollo",Dominican Republic
Carlotta Chocolat,Cesar,1888,2016,65%,Colombia,3.5,CCN51,Colombia
A. Morin,Carenero,1315,2014,70%,France,2.75,Criollo,Venezuela
A. Morin,Sur del Lago,1315,2014,70%,France,3.5,Criollo,Venezuela
A. Morin,Puerto Cabello,1319,2014,70%,France,3.75,Criollo,Venezuela
A. Morin,Madagascar,1011,2013,70%,France,3,Criollo,Madagascar
Acalli,"Tumbes, Norandino",1470,2015,70%,U.S.A.,3.75,Criollo,Peru
Ah Cacao,Tabasco,316,2009,70%,Mexico,3,Criollo,Mexico
Akesson's (Pralus),"Madagascar, Ambolikapiky P.",502,2010,75%,Switzerland,2.75,Criollo,Madagascar
Amano,Ocumare,175,2007,70%,U.S.A.,3.75,Criollo,Venezuela
Artisan du Chocolat,Peru,363,2009,75%,U.K.,3,Criollo,Peru
Benoit Nihant,Chuao,1141,2013,74%,Belgium,3.5,Criollo,Venezuela
Benoit Nihant,Cuyagua Village,1141,2013,74%,Belgium,3.5,Criollo,Venezuela
Beschle (Felchlin),Maracaibo,636,2011,88%,Switzerland,3,Criollo,Venezuela
Bittersweet Origins,"Ocumare, prototype",565,2010,78%,U.S.A.,3,Criollo,Venezuela
Bonnat,"Madagascar, 100% criollo",629,2011,75%,France,4,Criollo,Madagascar
Bonnat,"Porcelana, Apotequil",336,2009,75%,France,2.75,Criollo,Peru
Bonnat,"Porcelana, Tabasco, Marfil de Blanco",336,2009,75%,France,3,Criollo,Mexico
Bonnat,"Xoconusco, cacao Real",395,2009,75%,France,3,Criollo,Mexico
Bonnat,"Maracaibo, El Rosario",48,2006,75%,France,4,Criollo,Venezuela
Brasstown aka It's Chocolate,"Guasare, Zulia Prov.",1868,2016,70%,U.S.A.,3.5,Criollo,Venezuela
Cacao Atlanta,Tumbes,1215,2014,75%,U.S.A.,2.5,Criollo,Peru
Cacao Prieto,"Criollo, Dominican Republic",991,2012,72%,U.S.A.,3.75,Criollo,Dominican Republic
Cacao Sampaka,"Mahali, Kasai",1908,2016,70%,Spain,3.5,Criollo,Congo
Cacao Sampaka,"Porcelana, Tabasco, La Joya",336,2009,70%,Spain,4,Criollo,Mexico
Cacao Sampaka,"Xoconusco, Chiapas",346,2009,70%,Spain,4,Criollo,Mexico
Cao,Porcelana,1804,2016,75%,U.S.A.,2.5,Criollo,Venezuela
Cao,"Porcelana, Batch 5163",1804,2016,70%,U.S.A.,3,Criollo,Venezuela
Castronovo,San Martin,1105,2013,70%,U.S.A.,2.5,Criollo,Peru
Castronovo,Tumbes,1153,2013,70%,U.S.A.,2.75,Criollo,Peru
Chocolarder,Peru,1482,2015,65%,U.K.,2.5,Criollo,Peru
Chocolarder,Peru + nibs,1482,2015,65%,U.K.,2.75,Criollo,Peru
Chocolate Makers,"Peru, Awagum bar",1530,2015,80%,Amsterdam,3.75,Criollo,Peru
"Chocolate Tree, The",Peru,919,2012,68%,Scotland,2.75,Criollo,Peru
"Chocolate Tree, The",Madagascar,919,2012,72%,Scotland,3.25,Criollo,Madagascar
Chocolats Privilege,Xoconusco,1219,2014,70%,Canada,2.5,Criollo,Mexico
ChocoReko,Patanemo,1454,2015,77%,Japan,3,Criollo,Venezuela
Chocovic,Xoconusco,478,2010,71%,Spain,3.25,Criollo,Mexico
Chocovic,Ocumare,209,2008,71%,Spain,3.5,Criollo,Venezuela
Choklat,Ocumare,377,2009,80%,Canada,2.5,Criollo,Venezuela
Choklat,"Porcelana, Tabasco",377,2009,70%,Canada,2.75,Criollo,Mexico
Choklat,Ocumare,377,2009,70%,Canada,3,Criollo,Venezuela
Chuao Chocolatier,Choroni,445,2009,61%,U.S.A.,3,Criollo,Venezuela
Compania de Chocolate (Salgado),Ocumare,292,2008,70%,Argentina,3.75,Criollo,Venezuela
Coppeneur,"Porcelana, Apotequil",341,2009,72%,Germany,3,Criollo,Peru
Coppeneur,"Porcelana, Apotequil",445,2009,62%,Germany,3.25,Criollo,Peru
Coppeneur,"Porcelana, Tabasco, Mexico",220,2008,72%,Germany,3,Criollo,Mexico
Danta,Las Acacias E.,987,2012,70%,Guatemala,4,Criollo,Guatemala
Danta,Las Acacias E.,423,2009,75%,Guatemala,3,Criollo,Guatemala
Danta,Las Acacias E.,423,2009,60%,Guatemala,3.25,Criollo,Guatemala
Dick Taylor,Mantuano,682,2011,75%,U.S.A.,2.75,Criollo,Venezuela
Domori,"IL100, H. San Jose",1109,2013,100%,Italy,3,Criollo,Venezuela
Domori,Guasare,863,2012,70%,Italy,3.75,Criollo,Venezuela
Domori,"Canoabo, Hacienda San Jose",693,2011,70%,Italy,3.5,Criollo,Venezuela
Domori,Madagared,192,2007,70%,Italy,3.5,Criollo,Madagascar
Domori,"Java, Javablond",192,2007,70%,Italy,3.75,Criollo,Indonesia
Duffy's,"Rio Dulce, Xoco",1662,2015,70%,U.K.,4,Criollo,Guatemala
Duffy's,"Chuno, Xoco",1331,2014,70%,U.K.,3.5,Criollo,Nicaragua
Duffy's,"Rico Rugoso, Xoco",1331,2014,76%,U.K.,3.75,Criollo,Nicaragua
Duffy's,"Indio Rojo, Xoco",623,2011,72%,U.K.,3.75,Criollo,Honduras
Duffy's,"Nicaliso, Xoco",697,2011,71%,U.K.,3.25,Criollo,Nicaragua
Edelmond,Porcelana,1876,2016,68%,Germany,3,Criollo,Venezuela
El Rey,"Carenero Superior, Apamate",206,2008,74%,Venezuela,2.5,Criollo,Venezuela
El Rey,"Carenero Superior, Bucare",206,2008,58%,Venezuela,2.5,Criollo,Venezuela
El Rey,"Carenero Superior, Mijao",206,2008,61%,Venezuela,3,Criollo,Venezuela
El Rey,"Carenero Superior, Gran Saman",32,2006,70%,Venezuela,2.75,Criollo,Venezuela
Emily's,Peru,1454,2015,78%,Japan,3.5,Criollo,Peru
Escazu,Carenero Superior,423,2009,81%,U.S.A.,3.5,Criollo,Venezuela
Escazu,Ocumare,252,2008,72%,U.S.A.,3,Criollo,Venezuela
Felchlin,"Madagascar, Grand Cru",48,2006,64%,Switzerland,3,Criollo,Madagascar
Felchlin,Maracaibo Clasificado,48,2006,65%,Switzerland,3,Criollo,Venezuela
Forever Cacao,Rio Eni,1267,2014,72%,U.K.,2.75,Criollo,Peru
French Broad,Tumbes Coop,883,2012,70%,U.S.A.,2.5,Criollo,Peru
Fresco,"Carenero Superior, #203, MR, SC",370,2009,65%,U.S.A.,3.5,Criollo,Venezuela
hello cocoa,Venezuela,1462,2015,74%,U.S.A.,3.5,Criollo,Venezuela
Hogarth,Gran Blanco,1712,2016,66%,New Zealand,3.5,Criollo,Peru
Idilio (Felchlin),Coopertiva Amazona,725,2011,72%,Switzerland,3.75,Criollo,Venezuela
Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",729,2011,72%,Switzerland,3.25,Criollo,Venezuela
Idilio (Felchlin),"Ocumare, H. Cata, 48hr c.",733,2011,72%,Switzerland,3.75,Criollo,Venezuela
Idilio (Felchlin),"Porcelana, Zulia",733,2011,74%,Switzerland,4,Criollo,Venezuela
Idilio (Felchlin),"Ocumare, H. Cata, w/ nibs",737,2011,72%,Switzerland,3.5,Criollo,Venezuela
Idilio (Felchlin),Coopertiva Amazona w/ nibs,737,2011,72%,Switzerland,4,Criollo,Venezuela
iQ Chocolate,"Satipo region, white label",943,2012,72%,Scotland,2.75,Criollo,Peru
La Chocolaterie Nanairo,"Tumbes, 2013 Harvest, Batch 8",1892,2016,70%,Japan,3,Criollo,Peru
L'Amourette,Blend,853,2012,72%,U.S.A.,3,Criollo,"Peru, Ecuador, Venezuela"
Levy,Sambirano,1231,2014,71%,Finland,3.5,Criollo,Madagascar
Lillie Belle,Perfect Illusion,855,2012,65%,U.S.A.,3.5,Criollo,Peru
Lillie Belle,"Bolivia, Wild Thing",903,2012,68%,U.S.A.,3.5,Criollo,Bolivia
Lillie Belle,Wild Thing,947,2012,68%,U.S.A.,3.5,Criollo,Bolivia
Madre,"Criollo, Hawaii",995,2012,70%,U.S.A.,3.25,Criollo,Hawaii
Maglio,Cuba,308,2008,70%,Italy,3.25,Criollo,Cuba
Manufaktura Czekolady,Porcelana,1255,2014,70%,Poland,3.75,Criollo,Venezuela
Map Chocolate,"Tumbes, Dear Mr. Finley, 2014",1606,2015,68%,U.S.A.,3.5,Criollo,Peru
Mast Brothers,Patanemo,572,2010,81%,U.S.A.,2.75,Criollo,Venezuela
Maverick,Tumbes,1430,2014,82%,U.S.A.,3.25,Criollo,Peru
Maverick,"Morropon, Norandiono Coop, Piura",1430,2014,63%,U.S.A.,3.5,Criollo,Peru
Middlebury,Alto Beni,887,2012,75%,U.S.A.,2,Criollo,Bolivia
Middlebury,"Balinese, Java",887,2012,70%,U.S.A.,2.5,Criollo,Indonesia
Na�ve,Nicaragua,1379,2014,70%,Lithuania,3.25,Criollo,Nicaragua
Neuhaus (Callebaut),Papua New Guinea,531,2010,70%,Belgium,2.5,Criollo,Papua New Guinea
Neuhaus (Callebaut),Ocumare,24,2006,71%,Belgium,3,Criollo,Venezuela
Nibble,Patanemo,1526,2015,72%,U.S.A.,2.25,Criollo,Venezuela
Nibble,Tumbes,1526,2015,72%,U.S.A.,3,Criollo,Peru
Nuance,"Canoabo, 2013",1458,2015,70%,U.S.A.,3,Criollo,Venezuela
Obolo,Pangoa,1638,2015,70%,Chile,3.75,Criollo,Peru
Obolo,"Pangoa, w/ nibs",1638,2015,70%,Chile,3.75,Criollo,Peru
Ocelot,Piura,1558,2015,75%,Scotland,4,Criollo,Peru
Oialla by Bojessen (Malmo),"Sylvestre, Oialla",761,2011,70%,Germany,3.5,Criollo,Bolivia
Original Beans (Felchlin),"Piura, Apotequil, ""Porcelana"" 72hr c.",341,2009,75%,Switzerland,3,Criollo,Peru
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Grand Cru E.",316,2009,60%,U.S.A.,3,Criollo,Hawaii
Pierre Marcolini,Chuao,478,2010,75%,Belgium,3,Criollo,Venezuela
Pierre Marcolini,"Peru, Las Pampas P.",531,2010,85%,Belgium,3,Criollo,Peru
Pierre Marcolini,"Porcelana, Tabasco, Finca La Joya",445,2009,72%,Belgium,3,Criollo,Mexico
Pierre Marcolini,"Porcelana, Tabasco, Limited Ed.",81,2006,72%,Belgium,4,Criollo,Mexico
Pierre Marcolini,"Kendem Lembu, Java",93,2006,72%,Belgium,3,Criollo,Indonesia
Pierre Marcolini,"Ocumare, Puerto Cabello, Venezuela",93,2006,72%,Belgium,4,Criollo,Venezuela
Pomm (aka Dead Dog),Peru,829,2012,82%,U.S.A.,2.75,Criollo,Peru
Pralus,"Sambirano Valley, Le 100%",202,2008,100%,France,3,Criollo,Madagascar
Pralus,Tanzania,105,2006,75%,France,3.5,Criollo,Tanzania
Pralus,"Madagascar, Nosy Be Isle.",5,2006,75%,France,3.75,Criollo,Madagascar
Pralus,"Java, Indonesie",32,2006,75%,France,3.5,Criollo,Indonesia
Pump Street Bakery,"Akesson's, batch 4411",1530,2015,74%,U.K.,3.5,Criollo,Madagascar
Quetzalli (Wolter),"Mexico, Lot 28022016",1796,2016,70%,Mexico,2.75,Criollo,Mexico
Ranger,"Tumbes, Batch 2",1562,2015,73%,U.S.A.,3.5,Criollo,Peru
Raoul Boulanger,Piura,1872,2016,75%,France,3.25,Criollo,Peru
Raw Cocoa,Raw,867,2012,70%,Poland,2.5,Criollo, 
Rogue,Porcelana,1209,2014,80%,U.S.A.,3.75,Criollo,Venezuela
Rogue,"Silvestre, Batch 1, 2011",793,2011,75%,U.S.A.,3,Criollo,Bolivia
Rozsavolgyi,Carenero Superior,713,2011,73%,Hungary,3.5,Criollo,Venezuela
Shark Mountain,Cuyagua,1466,2015,77%,U.S.A.,2.75,Criollo,Venezuela
Shattell,Porcelana,757,2011,75%,Peru,3.5,Criollo,Peru
Silvio Bessone,Maya Belize,717,2011,67%,Italy,3,Criollo,Belize
"Smooth Chocolator, The","Guasare, La Sierra de Perija, batch gua001",1740,2016,70%,Australia,3.75,Criollo,Venezuela
"Smooth Chocolator, The","Porcelana, Sorotaima,Machiques,batch pcl001",1740,2016,70%,Australia,4,Criollo,Ecuador
Soma,CSB Chama,1594,2015,70%,Canada,3.5,Criollo,Venezuela
Soma,Java,1030,2013,70%,Canada,3.25,Criollo,Indonesia
Soma,"Apurimac, El Quinacho Co-op",1073,2013,70%,Canada,2.75,Criollo,Peru
Soma,Patanemo,1077,2013,70%,Canada,3.75,Criollo,Venezuela
Soma,"Maracaibo, El Vigia",1077,2013,70%,Canada,4,Criollo,Venezuela
Soma,Chuao,688,2011,70%,Canada,3.5,Criollo,Venezuela
Soma,Madagascar,387,2009,70%,Canada,3.75,Criollo,Madagascar
Soma,Ocumare,387,2009,70%,Canada,3.75,Criollo,Venezuela
Sprungli (Felchlin),Alto Beni,1057,2013,70%,Switzerland,3,Criollo,Bolivia
Szanto Tibor,Porcelana,1263,2014,70%,Hungary,3.5,Criollo,Venezuela
Szanto Tibor,"Autumn, Primary Harvest, 2012",1185,2013,70%,Hungary,3.5,Criollo,Madagascar
Szanto Tibor,"Spring, Secondary Harvest, 2012",1185,2013,70%,Hungary,3.5,Criollo,Madagascar
Tocoti,"Wild Bolivian, Jungle Love",927,2012,77%,U.S.A.,3,Criollo,Bolivia
Two Ravens,Peru,1740,2016,60%,U.S.A.,3,Criollo,Peru
Valrhona,"Porcelana, Pedegral",757,2011,64%,France,4,Criollo,Venezuela
Violet Sky,Cuyagua,1458,2015,77%,U.S.A.,3,Criollo,Venezuela
Wilkie's Organic,Amazonas,1169,2013,75%,Ireland,2.5,Criollo,Peru
Wilkie's Organic,Amazonas,1169,2013,89%,Ireland,2.75,Criollo,Peru
Wilkie's Organic,Tumbes,1169,2013,75%,Ireland,3.25,Criollo,Peru
Wilkie's Organic,Amazonas w/ nibs,1173,2013,75%,Ireland,2.75,Criollo,Peru
Wm,"Guasare, Zulia Prov., 2015, batch 124",1912,2016,74%,U.S.A.,3,Criollo,Venezuela
Zotter,"Satipo Pangoa region, 16hr conche",875,2012,70%,Austria,3,Criollo (Amarru),Peru
Zotter,"Satipo Pangoa region, 20hr conche",875,2012,70%,Austria,3.5,Criollo (Amarru),Peru
Coppeneur,Ocumare 61,558,2010,72%,Germany,3.25,Criollo (Ocumare 61),Venezuela
Domori,"Ocumare 61, Puertomar",129,2007,75%,Italy,3.25,Criollo (Ocumare 61),Venezuela
Domori,"Ocumare 67, Puertofino",192,2007,70%,Italy,4,Criollo (Ocumare 67),Venezuela
Domori,Ocumare 77,1672,2015,70%,Italy,3.75,Criollo (Ocumare 77),Venezuela
Chocolate Con Amor,Ocumare,1764,2016,80%,U.S.A.,3,Criollo (Ocumare),Venezuela
Amedei,Porcelana,111,2007,70%,Italy,4,Criollo (Porcelana),Venezuela
Beschle (Felchlin),"Porcelana, Premier Cru, Quizas No. 1",508,2010,74%,Switzerland,3.25,Criollo (Porcelana),Venezuela
Bonnat,"Porcelana, Venezuela",199,2008,75%,France,4,Criollo (Porcelana),Venezuela
Coppeneur,"Porcelana, Venezuela",220,2008,72%,Germany,3,Criollo (Porcelana),Venezuela
Domori,Porcelana,111,2007,70%,Italy,4,Criollo (Porcelana),Venezuela
Ethel's Artisan (Mars),Porcelana,666,2011,70%,U.S.A.,2.5,Criollo (Porcelana),Venezuela
La Maison du Chocolat (Valrhona),"Porcelana, Pariguan",346,2009,69%,France,3.5,Criollo (Porcelana),Venezuela
Pralus,"Porcelana, S. of Lake Maracaibo",717,2011,75%,France,3.25,Criollo (Porcelana),Venezuela
Valrhona,"Porcelana, Maracaibo, Palmira P. 2006",162,2007,64%,France,3.25,Criollo (Porcelana),Venezuela
Valrhona,"Porcelana, Maracaibo, Palmira P. 2005",75,2006,64%,France,3,Criollo (Porcelana),Venezuela
Felchlin,"Alto Beni, Cru Savage",56,2006,68%,Switzerland,4,Criollo (Wild),Bolivia
Guittard,"Sambirano, Ambanja",87,2006,65%,U.S.A.,3.5,"Criollo, +",Madagascar
Pierre Marcolini,"Baracoa, Cuba",516,2010,78%,Belgium,3.75,"Criollo, Forastero",Cuba
Pralus,"Djakarta, Java and Ghana",99,2006,75%,France,3.5,"Criollo, Forastero","Indonesia, Ghana"
Alexandre,"La Dalia, Matagalpa",1944,2017,70%,Netherlands,3.5,"Criollo, Trinitario",Nicaragua
Arete,Chuno,1598,2015,70%,U.S.A.,4,"Criollo, Trinitario",Nicaragua
Artisan du Chocolat,"Ocumare, Venezuela",355,2009,75%,U.K.,2.5,"Criollo, Trinitario",Venezuela
Artisan du Chocolat,Madagascar,363,2009,80%,U.K.,3,"Criollo, Trinitario",Madagascar
Bellflower,"Kakao Kamili, Kilombero Valley",1800,2016,70%,U.S.A.,3.5,"Criollo, Trinitario",Tanzania
Castronovo,"Duarte, Batch 360",1570,2015,70%,U.S.A.,3.75,"Criollo, Trinitario",Domincan Republic
Castronovo,Sierra Nevada,1347,2014,72%,U.S.A.,3.5,"Criollo, Trinitario",Colombia
Castronovo,Arauca,1371,2014,76%,U.S.A.,3.5,"Criollo, Trinitario",Colombia
Coppeneur,Chuao 100hr,451,2009,70%,Germany,3.5,"Criollo, Trinitario",Venezuela
Coppeneur,Chuao 70hr,451,2009,70%,Germany,3.75,"Criollo, Trinitario",Venezuela
Doble & Bignall,Johe,1407,2014,72%,U.K.,3.5,"Criollo, Trinitario",Nicaragua
Dormouse,"Colombia, Batch 9",1676,2015,80%,U.K.,2.75,"Criollo, Trinitario",Colombia
Dormouse,"Madagascar, Batch 8",1676,2015,77%,U.K.,2.75,"Criollo, Trinitario",Madagascar
Friis Holm (Bonnat),"Chuno, triple turned, Xoco",895,2012,70%,Denmark,3.25,"Criollo, Trinitario",Nicaragua
Friis Holm (Bonnat),"Red Mayan, Xoco",899,2012,70%,Denmark,3.25,"Criollo, Trinitario",Honduras
Friis Holm (Bonnat),"Chuno, double turned, Xoco",899,2012,70%,Denmark,3.25,"Criollo, Trinitario",Nicaragua
Friis Holm (Bonnat),"Johe, Xoco",623,2011,70%,Denmark,3.25,"Criollo, Trinitario",Nicaragua
Friis Holm (Bonnat),"Chuno, Xoco",623,2011,70%,Denmark,3.5,"Criollo, Trinitario",Nicaragua
Friis Holm (Bonnat),"Nicaliso, Xoco",623,2011,70%,Denmark,3.5,"Criollo, Trinitario",Nicaragua
Hummingbird,Bolivia,1307,2014,70%,Canada,3,"Criollo, Trinitario",Bolivia
Hummingbird,"Bolivia, Bo-nib-ia, w/ nibs",1311,2014,70%,Canada,3,"Criollo, Trinitario",Bolivia
Map Chocolate,"ROIG, 2014",1474,2015,70%,U.S.A.,3.5,"Criollo, Trinitario",Dominican Republic
Minimal,"Acul-du-Nord, 2015",1920,2016,70%,Japan,3.5,"Criollo, Trinitario",Haiti
Pitch Dark,Chuno,1510,2015,80%,U.S.A.,2.75,"Criollo, Trinitario",Nicaragua
Pralus,Fortissima,93,2006,80%,France,4,"Criollo, Trinitario",Ecuador
Shark Mountain,ROIG,1466,2015,74%,U.S.A.,3.5,"Criollo, Trinitario",Dominican Republic
Shark Mountain,"Belize, 2013",1335,2014,72%,U.S.A.,3.25,"Criollo, Trinitario",Belize
Silvio Bessone,"Porcelana, Colombia, Amazonas",741,2011,68%,Italy,3,"Criollo, Trinitario",Colombia
Summerbird,Peru,1800,2016,61%,Denmark,2.5,"Criollo, Trinitario",Peru
Summerbird,Peru,1800,2016,71%,Denmark,3,"Criollo, Trinitario",Peru
Svenska Kakaobolaget,Sri Lanka,1618,2015,70%,Sweden,2.75,"Criollo, Trinitario",Sri Lanka
Valrhona,Manjari,129,2007,64%,France,4,"Criollo, Trinitario",Madagascar
Valrhona,Guanaja,63,2006,70%,France,4,"Criollo, Trinitario",South America
Violet Sky,Moho River Valley,1458,2015,77%,U.S.A.,3,"Criollo, Trinitario",Belize
Violet Sky,Peru,1458,2015,77%,U.S.A.,3.25,"Criollo, Trinitario",Peru
Zart Pralinen,"Millot P., Ambanja",1820,2016,70%,Austria,3.5,"Criollo, Trinitario",Madagascar
Zart Pralinen,"Kakao Kamili, Kilombero Valley",1824,2016,85%,Austria,3,"Criollo, Trinitario",Tanzania
Zart Pralinen,"Kakao Kamili, Kilombero Valley",1824,2016,70%,Austria,3.5,"Criollo, Trinitario",Tanzania
Zotter,Huiwani Coop,879,2012,75%,Austria,3,"Criollo, Trinitario",Papua New Guinea
Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, 2014",1243,2014,67%,U.S.A.,3.75,EET,Ecuador
Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, 2015",1744,2016,70%,U.S.A.,3.5,EET,Ecuador
Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",1748,2016,77%,U.S.A.,3.5,EET,Ecuador
Akesson's (Pralus),"Monte Alegre, D. Badero",508,2010,75%,Switzerland,2.75,Forastero,Brazil
Alexandre,"Makwale Village, Kyela",1944,2017,70%,Netherlands,3.5,Forastero,Tanzania
Amatller (Simon Coll),Ghana,322,2009,70%,Spain,3,Forastero,Ghana
Amatller (Simon Coll),Ghana,464,2009,85%,Spain,3,Forastero,Ghana
Artisan du Chocolat,Congo,300,2008,72%,U.K.,3.75,Forastero,Congo
Bittersweet Origins,Ghana,963,2012,72%,U.S.A.,3.5,Forastero,Ghana
Bittersweet Origins,Ankasa,256,2008,70%,U.S.A.,3,Forastero,Ghana
Blanxart,"Congo, Grand Cru",1046,2013,82%,Spain,3.5,Forastero,Congo
Brasstown aka It's Chocolate,Ghana,1129,2013,75%,U.S.A.,3.5,Forastero,Ghana
C-Amaro,Sao Tome,749,2011,78%,Italy,2.25,Forastero,Sao Tome
Caribeans,Costa Rica,841,2012,72%,Costa Rica,3,Forastero,Costa Rica
Caribeans,Costa Rica,845,2012,80%,Costa Rica,2.75,Forastero,Costa Rica
Chaleur B,Uganda,1426,2014,70%,Canada,2.75,Forastero,Uganda
Chocolate Makers,"Congo, Gorilla bar",1530,2015,68%,Amsterdam,3.5,Forastero,Congo
Claudio Corallo,Terreiro Velho P.,470,2010,73.50%,Sao Tome,3.75,Forastero,Sao Tome & Principe
Claudio Corallo,Terreiro Velho P. w/ sugar crystals,209,2008,80%,Sao Tome,3,Forastero,Sao Tome & Principe
Claudio Corallo,Terreiro Velho P.,227,2008,75%,Sao Tome,4,Forastero,Sao Tome & Principe
Claudio Corallo,Principe,252,2008,100%,Sao Tome,1,Forastero,Sao Tome & Principe
Coppeneur,Ghana Puristique,813,2012,85%,Germany,3.5,Forastero,Ghana
Coppeneur,Uba Budo,821,2012,72%,Germany,3.75,Forastero,Sao Tome & Principe
Cravve,New Ireland,1283,2014,70%,Australia,2.5,Forastero,Papua New Guinea
Cravve,"Tanzania, batch a1",971,2012,75%,Australia,3.25,Forastero,Tanzania
Cravve,Djual Island,975,2012,75%,Australia,3.5,Forastero,Papua New Guinea
Davis,Ghana,1093,2013,70%,U.S.A.,2.5,Forastero,Ghana
Davis,West Africa,907,2012,58%,U.S.A.,3.25,Forastero,West Africa
De Villiers,Bundibugyo District,1832,2016,70%,South Africa,2.5,Forastero,Uganda
Dean and Deluca (Belcolade),Ghana,175,2007,60%,U.S.A.,3,Forastero,Ghana
Dolfin (Belcolade),Africa,304,2008,88%,Belgium,3,Forastero,West Africa
Enric Rovira (Claudio Corallo),Terreiro Velho P.,565,2010,80%,Spain,3.25,Forastero,Sao Tome & Principe
Frederic Blondeel,Ghana,1351,2014,60%,Belgium,3.5,Forastero,Ghana
Fresco,"Ghana, #211, MR, MC",636,2011,74%,U.S.A.,2.75,Forastero,Ghana
Georgia Ramon,ABOCFA Coop,1642,2015,70%,Germany,4,Forastero,Ghana
Guido Castagna,Ghana,355,2009,64%,Italy,3,Forastero,Ghana
hello cocoa,Uganda,1458,2015,57%,U.S.A.,2.75,Forastero,Uganda
Hotel Chocolat (Coppeneur),Uganda,296,2008,80%,U.K.,2.5,Forastero,Uganda
Hotel Chocolat (Coppeneur),Uba Budo,300,2008,72%,U.K.,3,Forastero,Sao Tome
Hummingbird,Amazonas,1097,2013,70%,Canada,3.75,Forastero,Venezuela
K'ul,"Bahia, Fazenda Camboa",1852,2016,70%,U.S.A.,3.75,Forastero,Brazil
Kyya,Uganda,1359,2014,72.50%,U.S.A.,2.5,Forastero,Uganda
La Maison du Chocolat (Valrhona),Akosombo,346,2009,68%,France,3.25,Forastero,Ghana
Laia aka Chat-Noir,"Sao Tome, Batch 151",1638,2015,75%,France,3.5,Forastero,Sao Tome
Manufaktura Czekolady,Grand Cru Ghana,871,2012,70%,Poland,3.5,Forastero,Ghana
Mars,"Ghana, prototype",544,2010,65%,U.S.A.,3.5,Forastero,Ghana
Michel Cluizel,Vila Gracinda,135,2007,67%,France,3.5,Forastero,Sao Tome
Michel Cluizel,Tamarina,24,2006,70%,France,3,Forastero,Sao Tome
Nathan Miller,Ghana,1403,2014,70%,U.S.A.,3.5,Forastero,Ghana
Neuhaus (Callebaut),West Africa,15,2006,73%,Belgium,2,Forastero,West Africa
Neuhaus (Callebaut),Sao Tome,15,2006,75%,Belgium,2.75,Forastero,Sao Tome
Noble Bean aka Jerjobo,Ghana,1295,2014,75%,U.S.A.,3,Forastero,Ghana
Nuance,"Ghana, 2013",1454,2015,70%,U.S.A.,3.75,Forastero,Ghana
Ocelot,Virunga,1558,2015,70%,Scotland,3.75,Forastero,Congo
Olive and Sinclair,Ghana prototype,486,2010,72%,U.S.A.,3,Forastero,Ghana
Omanhene,Ghana,693,2011,80%,Ghana,2.75,Forastero,Ghana
Original Beans (Felchlin),"D.R. Congo, Cru Virunga",331,2009,70%,Switzerland,3,Forastero,Congo
Pierre Marcolini,"Haut Penja, w/ nibs",1658,2015,70%,Belgium,3.25,Forastero,Cameroon
Pierre Marcolini,"Bahia Brazil, Fazenda Sao Pedro",414,2009,72%,Belgium,3,Forastero,Brazil
Pralus,Claudio Corallo w/ nibs,162,2007,75%,France,4,Forastero,Sao Tome
Pralus,"Monte Alegre (Itacare), Brazil",105,2006,75%,France,3,Forastero,Brazil
Pralus,Sao Tome & Principe,5,2006,75%,France,3.5,Forastero,Sao Tome & Principe
Pralus,Ghana,40,2006,75%,France,3.25,Forastero,Ghana
Raaka,Virunga,1708,2015,75%,U.S.A.,2.75,Forastero,Congo
Rozsavolgyi,Principe,765,2011,77%,Hungary,2.75,Forastero,Principe
Salgado,Bahia Superior,288,2008,70%,Argentina,3.5,Forastero,Brazil
Santome,Sao Tome,761,2011,70%,France,2.75,Forastero,Sao Tome
Scharffen Berger,Asante,336,2009,65%,U.S.A.,4,Forastero,Ghana
