,Company (Maker-if known),Specific Bean Origin or Bar Name,REF,Review Date,Cocoa Percent,Company Location,Rating,Broad Bean Origin
995,Duffy's,"Indio Rojo, Xoco",623,2011,72,U.K.,3.75,Honduras
996,Duffy's,"Nicaliso, Xoco",697,2011,71,U.K.,3.25,Nicaragua
997,Edelmond,Porcelana,1876,2016,68,Germany,3,Venezuela
998,El Rey,"Carenero Superior, Apamate",206,2008,74,Venezuela,2.5,Venezuela
999,El Rey,"Carenero Superior, Bucare",206,2008,58,Venezuela,2.5,Venezuela
1000,El Rey,"Carenero Superior, Mijao",206,2008,61,Venezuela,3,Venezuela
1001,El Rey,"Carenero Superior, Gran Saman",32,2006,70,Venezuela,2.75,Venezuela
1002,Emily's,Peru,1454,2015,78,Japan,3.5,Peru
1003,Escazu,Carenero Superior,423,2009,81,U.S.A.,3.5,Venezuela
1004,Escazu,Ocumare,252,2008,72,U.S.A.,3,Venezuela
1005,Felchlin,"Madagascar, Grand Cru",48,2006,64,Switzerland,3,Madagascar
1006,Felchlin,Maracaibo Clasificado,48,2006,65,Switzerland,3,Venezuela
1007,Forever Cacao,Rio Eni,1267,2014,72,U.K.,2.75,Peru
1008,French Broad,Tumbes Coop,883,2012,70,U.S.A.,2.5,Peru
1009,Fresco,"Carenero Superior, #203, MR, SC",370,2009,65,U.S.A.,3.5,Venezuela
1010,hello cocoa,Venezuela,1462,2015,74,U.S.A.,3.5,Venezuela
1011,Hogarth,Gran Blanco,1712,2016,66,New Zealand,3.5,Peru
1012,Idilio (Felchlin),Coopertiva Amazona,725,2011,72,Switzerland,3.75,Venezuela
1013,Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",729,2011,72,Switzerland,3.25,Venezuela
1014,Idilio (Felchlin),"Ocumare, H. Cata, 48hr c.",733,2011,72,Switzerland,3.75,Venezuela
1015,Idilio (Felchlin),"Porcelana, Zulia",733,2011,74,Switzerland,4,Venezuela
1016,Idilio (Felchlin),"Ocumare, H. Cata, w/ nibs",737,2011,72,Switzerland,3.5,Venezuela
1017,Idilio (Felchlin),Coopertiva Amazona w/ nibs,737,2011,72,Switzerland,4,Venezuela
1018,iQ Chocolate,"Satipo region, white label",943,2012,72,Scotland,2.75,Peru
1019,La Chocolaterie Nanairo,"Tumbes, 2013 Harvest, Batch 8",1892,2016,70,Japan,3,Peru
1020,L'Amourette,Blend,853,2012,72,U.S.A.,3,"Peru, Ecuador, Venezuela"
1021,Levy,Sambirano,1231,2014,71,Finland,3.5,Madagascar
1022,Lillie Belle,Perfect Illusion,855,2012,65,U.S.A.,3.5,Peru
1023,Lillie Belle,"Bolivia, Wild Thing",903,2012,68,U.S.A.,3.5,Bolivia
1024,Lillie Belle,Wild Thing,947,2012,68,U.S.A.,3.5,Bolivia
1025,Madre,"Criollo, Hawaii",995,2012,70,U.S.A.,3.25,Hawaii
1026,Maglio,Cuba,308,2008,70,Italy,3.25,Cuba
1027,Manufaktura Czekolady,Porcelana,1255,2014,70,Poland,3.75,Venezuela
1028,Map Chocolate,"Tumbes, Dear Mr. Finley, 2014",1606,2015,68,U.S.A.,3.5,Peru
1029,Mast Brothers,Patanemo,572,2010,81,U.S.A.,2.75,Venezuela
1030,Maverick,Tumbes,1430,2014,82,U.S.A.,3.25,Peru
1031,Maverick,"Morropon, Norandiono Coop, Piura",1430,2014,63,U.S.A.,3.5,Peru
1032,Middlebury,Alto Beni,887,2012,75,U.S.A.,2,Bolivia
1033,Middlebury,"Balinese, Java",887,2012,70,U.S.A.,2.5,Indonesia
1034,Na�ve,Nicaragua,1379,2014,70,Lithuania,3.25,Nicaragua
1035,Neuhaus (Callebaut),Papua New Guinea,531,2010,70,Belgium,2.5,Papua New Guinea
1036,Neuhaus (Callebaut),Ocumare,24,2006,71,Belgium,3,Venezuela
1037,Nibble,Patanemo,1526,2015,72,U.S.A.,2.25,Venezuela
1038,Nibble,Tumbes,1526,2015,72,U.S.A.,3,Peru
1039,Nuance,"Canoabo, 2013",1458,2015,70,U.S.A.,3,Venezuela
1040,Obolo,Pangoa,1638,2015,70,Chile,3.75,Peru
1041,Obolo,"Pangoa, w/ nibs",1638,2015,70,Chile,3.75,Peru
1042,Ocelot,Piura,1558,2015,75,Scotland,4,Peru
1043,Oialla by Bojessen (Malmo),"Sylvestre, Oialla",761,2011,70,Germany,3.5,Bolivia
1044,Original Beans (Felchlin),"Piura, Apotequil, ""Porcelana"" 72hr c.",341,2009,75,Switzerland,3,Peru
1045,Original Hawaiin Chocolate Factory,"Hawai'i, Kona Grand Cru E.",316,2009,60,U.S.A.,3,Hawaii
1046,Pierre Marcolini,Chuao,478,2010,75,Belgium,3,Venezuela
1047,Pierre Marcolini,"Peru, Las Pampas P.",531,2010,85,Belgium,3,Peru
1048,Pierre Marcolini,"Porcelana, Tabasco, Finca La Joya",445,2009,72,Belgium,3,Mexico
1049,Pierre Marcolini,"Porcelana, Tabasco, Limited Ed.",81,2006,72,Belgium,4,Mexico
1050,Pierre Marcolini,"Kendem Lembu, Java",93,2006,72,Belgium,3,Indonesia
1051,Pierre Marcolini,"Ocumare, Puerto Cabello, Venezuela",93,2006,72,Belgium,4,Venezuela
1052,Pomm (aka Dead Dog),Peru,829,2012,82,U.S.A.,2.75,Peru
1053,Pralus,"Sambirano Valley, Le 100%",202,2008,100,France,3,Madagascar
1054,Pralus,Tanzania,105,2006,75,France,3.5,Tanzania
1055,Pralus,"Madagascar, Nosy Be Isle.",5,2006,75,France,3.75,Madagascar
1056,Pralus,"Java, Indonesie",32,2006,75,France,3.5,Indonesia
1057,Pump Street Bakery,"Akesson's, batch 4411",1530,2015,74,U.K.,3.5,Madagascar
1058,Quetzalli (Wolter),"Mexico, Lot 28022016",1796,2016,70,Mexico,2.75,Mexico
1059,Ranger,"Tumbes, Batch 2",1562,2015,73,U.S.A.,3.5,Peru
1060,Raoul Boulanger,Piura,1872,2016,75,France,3.25,Peru
1061,Raw Cocoa,Raw,867,2012,70,Poland,2.5, 
1062,Rogue,Porcelana,1209,2014,80,U.S.A.,3.75,Venezuela
1063,Rogue,"Silvestre, Batch 1, 2011",793,2011,75,U.S.A.,3,Bolivia
1064,Rozsavolgyi,Carenero Superior,713,2011,73,Hungary,3.5,Venezuela
1065,Shark Mountain,Cuyagua,1466,2015,77,U.S.A.,2.75,Venezuela
1066,Shattell,Porcelana,757,2011,75,Peru,3.5,Peru
1067,Silvio Bessone,Maya Belize,717,2011,67,Italy,3,Belize
1068,"Smooth Chocolator, The","Guasare, La Sierra de Perija, batch gua001",1740,2016,70,Australia,3.75,Venezuela
1069,"Smooth Chocolator, The","Porcelana, Sorotaima,Machiques,batch pcl001",1740,2016,70,Australia,4,Ecuador
1070,Soma,CSB Chama,1594,2015,70,Canada,3.5,Venezuela
1071,Soma,Java,1030,2013,70,Canada,3.25,Indonesia
1072,Soma,"Apurimac, El Quinacho Co-op",1073,2013,70,Canada,2.75,Peru
1073,Soma,Patanemo,1077,2013,70,Canada,3.75,Venezuela
1074,Soma,"Maracaibo, El Vigia",1077,2013,70,Canada,4,Venezuela
1075,Soma,Chuao,688,2011,70,Canada,3.5,Venezuela
1076,Soma,Madagascar,387,2009,70,Canada,3.75,Madagascar
1077,Soma,Ocumare,387,2009,70,Canada,3.75,Venezuela
1078,Sprungli (Felchlin),Alto Beni,1057,2013,70,Switzerland,3,Bolivia
1079,Szanto Tibor,Porcelana,1263,2014,70,Hungary,3.5,Venezuela
1080,Szanto Tibor,"Autumn, Primary Harvest, 2012",1185,2013,70,Hungary,3.5,Madagascar
1081,Szanto Tibor,"Spring, Secondary Harvest, 2012",1185,2013,70,Hungary,3.5,Madagascar
1082,Tocoti,"Wild Bolivian, Jungle Love",927,2012,77,U.S.A.,3,Bolivia
1083,Two Ravens,Peru,1740,2016,60,U.S.A.,3,Peru
1084,Valrhona,"Porcelana, Pedegral",757,2011,64,France,4,Venezuela
1085,Violet Sky,Cuyagua,1458,2015,77,U.S.A.,3,Venezuela
1086,Wilkie's Organic,Amazonas,1169,2013,75,Ireland,2.5,Peru
1087,Wilkie's Organic,Amazonas,1169,2013,89,Ireland,2.75,Peru
1088,Wilkie's Organic,Tumbes,1169,2013,75,Ireland,3.25,Peru
1089,Wilkie's Organic,Amazonas w/ nibs,1173,2013,75,Ireland,2.75,Peru
1090,Wm,"Guasare, Zulia Prov., 2015, batch 124",1912,2016,74,U.S.A.,3,Venezuela
1091,Zotter,"Satipo Pangoa region, 16hr conche",875,2012,70,Austria,3,Peru
1092,Zotter,"Satipo Pangoa region, 20hr conche",875,2012,70,Austria,3.5,Peru
1093,Coppeneur,Ocumare 61,558,2010,72,Germany,3.25,Venezuela
1094,Domori,"Ocumare 61, Puertomar",129,2007,75,Italy,3.25,Venezuela
1095,Domori,"Ocumare 67, Puertofino",192,2007,70,Italy,4,Venezuela
1096,Domori,Ocumare 77,1672,2015,70,Italy,3.75,Venezuela
1097,Chocolate Con Amor,Ocumare,1764,2016,80,U.S.A.,3,Venezuela
1098,Amedei,Porcelana,111,2007,70,Italy,4,Venezuela
1099,Beschle (Felchlin),"Porcelana, Premier Cru, Quizas No. 1",508,2010,74,Switzerland,3.25,Venezuela
1100,Bonnat,"Porcelana, Venezuela",199,2008,75,France,4,Venezuela
1101,Coppeneur,"Porcelana, Venezuela",220,2008,72,Germany,3,Venezuela
1102,Domori,Porcelana,111,2007,70,Italy,4,Venezuela
1103,Ethel's Artisan (Mars),Porcelana,666,2011,70,U.S.A.,2.5,Venezuela
1104,La Maison du Chocolat (Valrhona),"Porcelana, Pariguan",346,2009,69,France,3.5,Venezuela
1105,Pralus,"Porcelana, S. of Lake Maracaibo",717,2011,75,France,3.25,Venezuela
1106,Valrhona,"Porcelana, Maracaibo, Palmira P. 2006",162,2007,64,France,3.25,Venezuela
1107,Valrhona,"Porcelana, Maracaibo, Palmira P. 2005",75,2006,64,France,3,Venezuela
1108,Felchlin,"Alto Beni, Cru Savage",56,2006,68,Switzerland,4,Bolivia
1109,Guittard,"Sambirano, Ambanja",87,2006,65,U.S.A.,3.5,Madagascar
1110,Pierre Marcolini,"Baracoa, Cuba",516,2010,78,Belgium,3.75,Cuba
1111,Pralus,"Djakarta, Java and Ghana",99,2006,75,France,3.5,"Indonesia, Ghana"
1112,Alexandre,"La Dalia, Matagalpa",1944,2017,70,Netherlands,3.5,Nicaragua
1113,Arete,Chuno,1598,2015,70,U.S.A.,4,Nicaragua
1114,Artisan du Chocolat,"Ocumare, Venezuela",355,2009,75,U.K.,2.5,Venezuela
1115,Artisan du Chocolat,Madagascar,363,2009,80,U.K.,3,Madagascar
1116,Bellflower,"Kakao Kamili, Kilombero Valley",1800,2016,70,U.S.A.,3.5,Tanzania
1117,Castronovo,"Duarte, Batch 360",1570,2015,70,U.S.A.,3.75,Domincan Republic
1118,Castronovo,Sierra Nevada,1347,2014,72,U.S.A.,3.5,Colombia
1119,Castronovo,Arauca,1371,2014,76,U.S.A.,3.5,Colombia
1120,Coppeneur,Chuao 100hr,451,2009,70,Germany,3.5,Venezuela
1121,Coppeneur,Chuao 70hr,451,2009,70,Germany,3.75,Venezuela
1122,Doble & Bignall,Johe,1407,2014,72,U.K.,3.5,Nicaragua
1123,Dormouse,"Colombia, Batch 9",1676,2015,80,U.K.,2.75,Colombia
1124,Dormouse,"Madagascar, Batch 8",1676,2015,77,U.K.,2.75,Madagascar
1125,Friis Holm (Bonnat),"Chuno, triple turned, Xoco",895,2012,70,Denmark,3.25,Nicaragua
1126,Friis Holm (Bonnat),"Red Mayan, Xoco",899,2012,70,Denmark,3.25,Honduras
1127,Friis Holm (Bonnat),"Chuno, double turned, Xoco",899,2012,70,Denmark,3.25,Nicaragua
1128,Friis Holm (Bonnat),"Johe, Xoco",623,2011,70,Denmark,3.25,Nicaragua
1129,Friis Holm (Bonnat),"Chuno, Xoco",623,2011,70,Denmark,3.5,Nicaragua
1130,Friis Holm (Bonnat),"Nicaliso, Xoco",623,2011,70,Denmark,3.5,Nicaragua
1131,Hummingbird,Bolivia,1307,2014,70,Canada,3,Bolivia
1132,Hummingbird,"Bolivia, Bo-nib-ia, w/ nibs",1311,2014,70,Canada,3,Bolivia
1133,Map Chocolate,"ROIG, 2014",1474,2015,70,U.S.A.,3.5,Dominican Republic
1134,Minimal,"Acul-du-Nord, 2015",1920,2016,70,Japan,3.5,Haiti
1135,Pitch Dark,Chuno,1510,2015,80,U.S.A.,2.75,Nicaragua
1136,Pralus,Fortissima,93,2006,80,France,4,Ecuador
1137,Shark Mountain,ROIG,1466,2015,74,U.S.A.,3.5,Dominican Republic
1138,Shark Mountain,"Belize, 2013",1335,2014,72,U.S.A.,3.25,Belize
1139,Silvio Bessone,"Porcelana, Colombia, Amazonas",741,2011,68,Italy,3,Colombia
1140,Summerbird,Peru,1800,2016,61,Denmark,2.5,Peru
1141,Summerbird,Peru,1800,2016,71,Denmark,3,Peru
1142,Svenska Kakaobolaget,Sri Lanka,1618,2015,70,Sweden,2.75,Sri Lanka
1143,Valrhona,Manjari,129,2007,64,France,4,Madagascar
1144,Valrhona,Guanaja,63,2006,70,France,4,South America
1145,Violet Sky,Moho River Valley,1458,2015,77,U.S.A.,3,Belize
1146,Violet Sky,Peru,1458,2015,77,U.S.A.,3.25,Peru
1147,Zart Pralinen,"Millot P., Ambanja",1820,2016,70,Austria,3.5,Madagascar
1148,Zart Pralinen,"Kakao Kamili, Kilombero Valley",1824,2016,85,Austria,3,Tanzania
1149,Zart Pralinen,"Kakao Kamili, Kilombero Valley",1824,2016,70,Austria,3.5,Tanzania
1150,Zotter,Huiwani Coop,879,2012,75,Austria,3,Papua New Guinea
1151,Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, 2014",1243,2014,67,U.S.A.,3.75,Ecuador
1152,Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, 2015",1744,2016,70,U.S.A.,3.5,Ecuador
1153,Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",1748,2016,77,U.S.A.,3.5,Ecuador
1154,Akesson's (Pralus),"Monte Alegre, D. Badero",508,2010,75,Switzerland,2.75,Brazil
1155,Alexandre,"Makwale Village, Kyela",1944,2017,70,Netherlands,3.5,Tanzania
1156,Amatller (Simon Coll),Ghana,322,2009,70,Spain,3,Ghana
1157,Amatller (Simon Coll),Ghana,464,2009,85,Spain,3,Ghana
1158,Artisan du Chocolat,Congo,300,2008,72,U.K.,3.75,Congo
1159,Bittersweet Origins,Ghana,963,2012,72,U.S.A.,3.5,Ghana
1160,Bittersweet Origins,Ankasa,256,2008,70,U.S.A.,3,Ghana
1161,Blanxart,"Congo, Grand Cru",1046,2013,82,Spain,3.5,Congo
1162,Brasstown aka It's Chocolate,Ghana,1129,2013,75,U.S.A.,3.5,Ghana
1163,C-Amaro,Sao Tome,749,2011,78,Italy,2.25,Sao Tome
1164,Caribeans,Costa Rica,841,2012,72,Costa Rica,3,Costa Rica
1165,Caribeans,Costa Rica,845,2012,80,Costa Rica,2.75,Costa Rica
1166,Chaleur B,Uganda,1426,2014,70,Canada,2.75,Uganda
1167,Chocolate Makers,"Congo, Gorilla bar",1530,2015,68,Netherlands,3.5,Congo
1168,Claudio Corallo,Terreiro Velho P.,470,2010,73.5,Sao Tome,3.75,Sao Tome & Principe
1169,Claudio Corallo,Terreiro Velho P. w/ sugar crystals,209,2008,80,Sao Tome,3,Sao Tome & Principe
1170,Claudio Corallo,Terreiro Velho P.,227,2008,75,Sao Tome,4,Sao Tome & Principe
1171,Claudio Corallo,Principe,252,2008,100,Sao Tome,1,Sao Tome & Principe
1172,Coppeneur,Ghana Puristique,813,2012,85,Germany,3.5,Ghana
1173,Coppeneur,Uba Budo,821,2012,72,Germany,3.75,Sao Tome & Principe
1174,Cravve,New Ireland,1283,2014,70,Australia,2.5,Papua New Guinea
1175,Cravve,"Tanzania, batch a1",971,2012,75,Australia,3.25,Tanzania
1176,Cravve,Djual Island,975,2012,75,Australia,3.5,Papua New Guinea
1177,Davis,Ghana,1093,2013,70,U.S.A.,2.5,Ghana
1178,Davis,West Africa,907,2012,58,U.S.A.,3.25,West Africa
1179,De Villiers,Bundibugyo District,1832,2016,70,South Africa,2.5,Uganda
1180,Dean and Deluca (Belcolade),Ghana,175,2007,60,U.S.A.,3,Ghana
1181,Dolfin (Belcolade),Africa,304,2008,88,Belgium,3,West Africa
1182,Enric Rovira (Claudio Corallo),Terreiro Velho P.,565,2010,80,Spain,3.25,Sao Tome & Principe
1183,Frederic Blondeel,Ghana,1351,2014,60,Belgium,3.5,Ghana
1184,Fresco,"Ghana, #211, MR, MC",636,2011,74,U.S.A.,2.75,Ghana
1185,Georgia Ramon,ABOCFA Coop,1642,2015,70,Germany,4,Ghana
1186,Guido Castagna,Ghana,355,2009,64,Italy,3,Ghana
1187,hello cocoa,Uganda,1458,2015,57,U.S.A.,2.75,Uganda
1188,Hotel Chocolat (Coppeneur),Uganda,296,2008,80,U.K.,2.5,Uganda
1189,Hotel Chocolat (Coppeneur),Uba Budo,300,2008,72,U.K.,3,Sao Tome
1190,Hummingbird,Amazonas,1097,2013,70,Canada,3.75,Venezuela
1191,K'ul,"Bahia, Fazenda Camboa",1852,2016,70,U.S.A.,3.75,Brazil
1192,Kyya,Uganda,1359,2014,72.5,U.S.A.,2.5,Uganda
1193,La Maison du Chocolat (Valrhona),Akosombo,346,2009,68,France,3.25,Ghana
1194,Laia aka Chat-Noir,"Sao Tome, Batch 151",1638,2015,75,France,3.5,Sao Tome
1195,Manufaktura Czekolady,Grand Cru Ghana,871,2012,70,Poland,3.5,Ghana
1196,Mars,"Ghana, prototype",544,2010,65,U.S.A.,3.5,Ghana
1197,Michel Cluizel,Vila Gracinda,135,2007,67,France,3.5,Sao Tome
1198,Michel Cluizel,Tamarina,24,2006,70,France,3,Sao Tome
1199,Nathan Miller,Ghana,1403,2014,70,U.S.A.,3.5,Ghana
1200,Neuhaus (Callebaut),West Africa,15,2006,73,Belgium,2,West Africa
1201,Neuhaus (Callebaut),Sao Tome,15,2006,75,Belgium,2.75,Sao Tome
1202,Noble Bean aka Jerjobo,Ghana,1295,2014,75,U.S.A.,3,Ghana
1203,Nuance,"Ghana, 2013",1454,2015,70,U.S.A.,3.75,Ghana
1204,Ocelot,Virunga,1558,2015,70,Scotland,3.75,Congo
1205,Olive and Sinclair,Ghana prototype,486,2010,72,U.S.A.,3,Ghana
1206,Omanhene,Ghana,693,2011,80,Ghana,2.75,Ghana
1207,Original Beans (Felchlin),"D.R. Congo, Cru Virunga",331,2009,70,Switzerland,3,Congo
1208,Pierre Marcolini,"Haut Penja, w/ nibs",1658,2015,70,Belgium,3.25,Cameroon
1209,Pierre Marcolini,"Bahia Brazil, Fazenda Sao Pedro",414,2009,72,Belgium,3,Brazil
1210,Pralus,Claudio Corallo w/ nibs,162,2007,75,France,4,Sao Tome
1211,Pralus,"Monte Alegre (Itacare), Brazil",105,2006,75,France,3,Brazil
1212,Pralus,Sao Tome & Principe,5,2006,75,France,3.5,Sao Tome & Principe
1213,Pralus,Ghana,40,2006,75,France,3.25,Ghana
1214,Raaka,Virunga,1708,2015,75,U.S.A.,2.75,Congo
1215,Rozsavolgyi,Principe,765,2011,77,Hungary,2.75,Principe
1216,Salgado,Bahia Superior,288,2008,70,Argentina,3.5,Brazil
1217,Santome,Sao Tome,761,2011,70,France,2.75,Sao Tome
1218,Scharffen Berger,Asante,336,2009,65,U.S.A.,4,Ghana
1219,Shark Mountain,Papua New Guinea,1450,2015,73,U.S.A.,3.5,Papua New Guinea
1220,Silvio Bessone,"Trintade, Sao Tome",725,2011,65,Italy,3.25,Sao Tome
1221,Sjolinds,Ghana,1454,2015,70,U.S.A.,2.75,Ghana
1222,Snake & Butterfly,Ghana,693,2011,67,U.S.A.,1.5,Ghana
1223,Soma,Orinoco,1173,2013,70,Canada,3.25,Venezuela
1224,Soma,"Elvesia P., Black Science",682,2011,70,Canada,3.75,Dominican Republic
1225,Soma,Hispaniola,377,2009,70,Canada,3,Dominican Republic
1226,Soma,Africa,377,2009,70,Canada,3.5,Ghana
1227,TCHO,West Africa,1716,2016,62,U.S.A.,2,West Africa
1228,TCHO,Chocolatey-beta,199,2008,70,U.S.A.,2.5,Ghana
1229,Terroir,Uganda,1323,2014,73,U.S.A.,3.75,Uganda
1230,Theo,Congo w/ nibs,903,2012,65,U.S.A.,3.25,Congo
1231,Theo,"Ghana, Kumasi",184,2007,84,U.S.A.,3,Ghana
1232,Valrhona,Nyangbo,395,2009,68,France,3.5,Ghana
1233,Valrhona,Abinao,153,2007,85,France,2.5,West Africa
1234,Valrhona,Le Noir Amer,157,2007,71,France,2.75,West Africa
1235,Vanleer (Barry Callebaut),Manhattan,963,2012,72,U.S.A.,2.5,Ghana
1236,Vanleer (Barry Callebaut),Napa,963,2012,65,U.S.A.,2.75,Ghana
1237,Whittakers,Ghana,733,2011,72,New Zealand,2.5,Ghana
1238,Zotter,"Kongo, Highlands",883,2012,68,Austria,3.25,Congo
1239,Zotter,Congo,749,2011,65,Austria,3,Congo
1240,Zotter,Kerala State,749,2011,65,Austria,3.5,India
1241,Soma,"Espiritu Santo, 'Smoke Monster'",1307,2014,70,Canada,3.75,Vanuatu
1242,Aequare (Gianduja),"Los Rios, Quevedo, Arriba",370,2009,55,Ecuador,2.75,Ecuador
1243,Aequare (Gianduja),"Los Rios, Quevedo, Arriba",370,2009,70,Ecuador,3,Ecuador
1244,Askinosie,San Jose del Tambo,175,2007,70,U.S.A.,3,Ecuador
1245,Bonnat,Equateur,123,2007,75,France,2.5,Ecuador
1246,Bouga Cacao (Tulicorp),"El Oro, Hacienda de Oro",316,2009,77,Ecuador,3.25,Ecuador
1247,Bouga Cacao (Tulicorp),"El Oro, Hacienda de Oro",341,2009,100,Ecuador,1.5,Ecuador
1248,Cacaoyere (Ecuatoriana),Amazonia,237,2008,63,Ecuador,3.5,Ecuador
1249,Cacaoyere (Ecuatoriana),Esmeraldas,237,2008,71,Ecuador,3.5,Ecuador
1250,Cacaoyere (Ecuatoriana),Bolivar,245,2008,82,Ecuador,2.5,Ecuador
1251,Cacaoyere (Ecuatoriana),Pichincha,259,2008,91,Ecuador,1.5,Ecuador
1252,Caoni (Tulicorp),Esmeraldas,237,2008,77,Ecuador,2,Ecuador
1253,Caoni (Tulicorp),Manabi,237,2008,77,Ecuador,2.5,Ecuador
1254,Caoni (Tulicorp),Los Rios,245,2008,77,Ecuador,2.75,Ecuador
1255,Caoni (Tulicorp),Manabi,266,2008,55,Ecuador,3,Ecuador
1256,Caoni (Tulicorp),Los Rios,269,2008,55,Ecuador,3.25,Ecuador
1257,Caoni (Tulicorp),Esmeraldas,269,2008,55,Ecuador,3.5,Ecuador
1258,Chchukululu (Tulicorp),Arriba,486,2010,55,Ecuador,2.75,Ecuador
1259,Chchukululu (Tulicorp),Los Rios,252,2008,75,Ecuador,3,Ecuador
1260,"Chocolate Tree, The",Ecuador,919,2012,82,Scotland,2.5,Ecuador
1261,Chocovic,"Bolivar, Guaranda",117,2007,71,Spain,2.5,Ecuador
1262,Domori,Ecuador,192,2007,70,Italy,4,Ecuador
1263,Felchlin,Arriba,48,2006,72,Switzerland,3.5,Ecuador
1264,Guittard,"Los Rios, Quevedo",93,2006,65,U.S.A.,3.5,Ecuador
1265,Hachez,Arriba,166,2007,77,Germany,2.5,Ecuador
1266,Pacari,Esmeraldas,224,2008,60,Ecuador,2.5,Ecuador
1267,Pacari,Manabi,224,2008,65,Ecuador,2.75,Ecuador
1268,Pacari,Los Rios,224,2008,72,Ecuador,3,Ecuador
1269,Pacari,Raw,266,2008,100,Ecuador,2,Ecuador
1270,Pacari,Raw,266,2008,70,Ecuador,3.5,Ecuador
1271,Republica del Cacao (aka Confecta),"Los Rios, Vinces",439,2009,75,Ecuador,2.5,Ecuador
1272,Republica del Cacao (aka Confecta),Manabi,147,2007,75,Ecuador,3,Ecuador
1273,Republica del Cacao (aka Confecta),El Oro,147,2007,67,Ecuador,3.5,Ecuador
1274,Republica del Cacao (aka Confecta),Los Rios,170,2007,75,Ecuador,3.75,Ecuador
1275,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153,2007,100,U.S.A.,2,Ecuador
1276,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153,2007,90,U.S.A.,2,Ecuador
1277,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153,2007,75,U.S.A.,3,Ecuador
1278,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2007",153,2007,65,U.S.A.,3,Ecuador
1279,Guido Castagna,Arriba,355,2009,64,Italy,3,Ecuador
1280,Hoja Verde (Tulicorp),Arriba,414,2009,80,Ecuador,2,Ecuador
1281,Hoja Verde (Tulicorp),Manabi,414,2009,80,Ecuador,2.5,Ecuador
1282,Hoja Verde (Tulicorp),Arriba,414,2009,72,Ecuador,3,Ecuador
1283,Hoja Verde (Tulicorp),Arriba,414,2009,58,Ecuador,3.25,Ecuador
1284,Hoja Verde (Tulicorp),Manabi,414,2009,58,Ecuador,3.5,Ecuador
1285,Salgado,Rio Arriba,292,2008,70,Argentina,3.5,Ecuador
1286,AMMA,Catongo,1065,2013,75,Brazil,3.25,Brazil
1287,Lajedo do Ouro,Catongo,927,2012,70,Brazil,3.5,Brazil
1288,Alexandre,"Winak Coop, Napo",1944,2017,70,Netherlands,3.5,Ecuador
1289,Arete,Phantom,1924,2016,70,U.S.A.,4,Peru
1290,Arete,Nacional,1534,2015,68,U.S.A.,3.5,Peru
1291,Arete,"Puerto Quito, heirloom",1534,2015,70,U.S.A.,3.75,Ecuador
1292,Bar Au Chocolat,Maranon Canyon,1295,2014,70,U.S.A.,4,Peru
1293,Bonnat,Piura Blanco,629,2011,75,France,3.5,Peru
1294,"Chocolate Tree, The",Maranon,1582,2015,69,Scotland,3.75,Peru
1295,"Chocolate Tree, The",Peru,1121,2013,70,Scotland,3.75,Peru
1296,Christopher Morel (Felchlin),"Maranon Canyon, Fortunato No. 4",666,2011,68,Canada,3.75,Peru
1297,Compania de Chocolate (Salgado),Esmeraldas,296,2008,88,Argentina,2.75,Ecuador
1298,Coppeneur,"Ecuador, Puristique",1169,2013,65,Germany,3.25,Ecuador
1299,Creo,"""heirloom"", Arriba Nacional",1736,2016,85,U.S.A.,3.25,Ecuador
1300,Creo,"""heirloom"", Arriba Nacional",1736,2016,73,U.S.A.,3.75,Ecuador
1301,Durci,"Maranon, Joya Rara",1626,2015,70,U.S.A.,3.5,Peru
1302,Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",919,2012,72,U.S.A.,2.75,Peru
1303,French Broad,"Maranon Canyon, Fortunato No. 4",781,2011,70,U.S.A.,3.5,Peru
1304,Fresco,"Maranon, #228, MR, SC",1383,2014,70,U.S.A.,3,Peru
1305,Fresco,"Maranon, #227, LR, MC",1383,2014,70,U.S.A.,3.5,Peru
1306,Fresco,"Maranon, #229, MR, LC",1383,2014,70,U.S.A.,3.5,Peru
1307,Fresco,"Maranon, #230, DR, LC",1387,2014,70,U.S.A.,3.5,Peru
1308,Fruition,Maranon,1359,2014,76,U.S.A.,3,Peru
1309,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara",1065,2013,90,U.K.,3,Ecuador
1310,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012",1065,2013,82,U.K.,3.5,Ecuador
1311,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012, 120hr c.",1113,2013,100,U.K.,2.5,Ecuador
1312,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 96hr c.",623,2011,80,U.K.,3,Ecuador
